geneEnsembl	Toulouse	Gene_name
ENSG00000137968	SLC44A5	SLC44A5
ENSG00000137992	DBT	DBT
ENSG00000137996	RTCA	RTCA
ENSG00000138018	SELENOI	SELENOI
ENSG00000138029	HADHB	HADHB
ENSG00000138030	KHK	KHK
ENSG00000138031	ADCY3	ADCY3
ENSG00000138061	CYP1B1	CYP1B1
ENSG00000138074	SLC5A6	SLC5A6
ENSG00000138075	ABCG5	ABCG5
ENSG00000138079	SLC3A1	SLC3A1
ENSG00000138109	CYP2C9	CYP2C9
ENSG00000138115	CYP2C8	CYP2C8
ENSG00000138134	STAMBPL1	STAMBPL1
ENSG00000138135	CH25H	CH25H
ENSG00000138185	ENTPD1	ENTPD1
ENSG00000138193	PLCE1	PLCE1
ENSG00000138207	RBP4	RBP4
ENSG00000138356	AOX1	AOX1
ENSG00000138363	ATIC	ATIC
ENSG00000138376	BARD1	BARD1
ENSG00000138398	PPIG	PPIG
ENSG00000138400	MDH1B	MDH1B
ENSG00000138411	HECW2	HECW2
ENSG00000138413	IDH1	IDH1
ENSG00000138449	SLC40A1	SLC40A1
ENSG00000138496	PARP9	PARP9
ENSG00000138592	USP8	USP8
ENSG00000138604	GLCE	GLCE
ENSG00000138617	PARP16	PARP16
ENSG00000138621	PPCDC	PPCDC
ENSG00000138641	HERC3	HERC3
ENSG00000138653	NDST4	NDST4
ENSG00000138678	GPAT3	GPAT3
ENSG00000138735	PDE5A	PDE5A
ENSG00000138744	NAAA	NAAA
ENSG00000138750	NUP54	NUP54
ENSG00000138772	ANXA3	ANXA3
ENSG00000138777	PPA2	PPA2
ENSG00000138796	HADH	HADH
ENSG00000138801	PAPSS1	PAPSS1
ENSG00000138821	SLC39A8	SLC39A8
ENSG00000138823	MTTP	MTTP
ENSG00000138942	RNF185	RNF185
ENSG00000139044	B4GALNT3	B4GALNT3
ENSG00000139053	PDE6H	PDE6H
ENSG00000139133	ALG10	ALG10
ENSG00000139144	PIK3C2G	PIK3C2G
ENSG00000139151	PLCZ1	PLCZ1
ENSG00000139155	SLCO1C1	SLCO1C1
ENSG00000139163	ETNK1	ETNK1
ENSG00000139180	NDUFA9	NDUFA9
ENSG00000139209	SLC38A4	SLC38A4
ENSG00000139266	MARCHF9	MARCHF9
ENSG00000139278	GLIPR1	GLIPR1
ENSG00000139287	TPH2	TPH2
ENSG00000139304	PTPRQ	PTPRQ
ENSG00000139344	AMDHD1	AMDHD1
ENSG00000139370	SLC15A4	SLC15A4
ENSG00000139410	SDSL	SDSL
ENSG00000139428	MMAB	MMAB
ENSG00000139433	GLTP	GLTP
ENSG00000139496	NUP58	NUP58
ENSG00000139505	MTMR6	MTMR6
ENSG00000139514	SLC7A1	SLC7A1
ENSG00000139531	SUOX	SUOX
ENSG00000139540	SLC39A5	SLC39A5
ENSG00000139547	RDH16	RDH16
ENSG00000139624	CERS5	CERS5
ENSG00000139629	GALNT6	GALNT6
ENSG00000139631	CSAD	CSAD
ENSG00000139684	ESD	ESD
ENSG00000139718	SETD1B	SETD1B
ENSG00000139914	FITM1	FITM1
ENSG00000139977	NAA30	NAA30
ENSG00000139988	RDH12	RDH12
ENSG00000140057	AK7	AK7
ENSG00000140090	SLC24A4	SLC24A4
ENSG00000140105	WARS1	WARS1
ENSG00000140199	SLC12A6	SLC12A6
ENSG00000140263	SORD	SORD
ENSG00000140279	DUOX2	DUOX2
ENSG00000140284	SLC27A2	SLC27A2
ENSG00000140287	HDC	HDC
ENSG00000140297	GCNT3	GCNT3
ENSG00000140367	UBE2Q2	UBE2Q2
ENSG00000140374	ETFA	ETFA
ENSG00000140396	NCOA2	NCOA2
ENSG00000140400	MAN2C1	MAN2C1
ENSG00000140455	USP3	USP3
ENSG00000140459	CYP11A1	CYP11A1
ENSG00000140465	CYP1A1	CYP1A1
ENSG00000140505	CYP1A2	CYP1A2
ENSG00000140519	RHCG	RHCG
ENSG00000140521	POLG	POLG
ENSG00000140522	RLBP1	RLBP1
ENSG00000140534	TICRR	TICRR
ENSG00000140598	EFL1	EFL1
ENSG00000140612	SEC11A	SEC11A
ENSG00000140650	PMM2	PMM2
ENSG00000140675	SLC5A2	SLC5A2
ENSG00000140740	UQCRC2	UQCRC2
ENSG00000140795	MYLK3	MYLK3
ENSG00000140835	CHST4	CHST4
ENSG00000140905	GCSH	GCSH
ENSG00000140990	NDUFB10	NDUFB10
ENSG00000141012	GALNS	GALNS
ENSG00000141027	NCOR1	NCOR1
ENSG00000141096	DPEP3	DPEP3
ENSG00000141179	PCTP	PCTP
ENSG00000141279	NPEPPS	NPEPPS
ENSG00000141338	ABCA8	ABCA8
ENSG00000141349	G6PC3	G6PC3
ENSG00000141378	PTRH2	PTRH2
ENSG00000141401	IMPA2	IMPA2
ENSG00000141424	SLC39A6	SLC39A6
ENSG00000141429	GALNT1	GALNT1
ENSG00000141446	ESCO1	ESCO1
ENSG00000141458	NPC1	NPC1
ENSG00000141469	SLC14A1	SLC14A1
ENSG00000141485	SLC13A5	SLC13A5
ENSG00000141504	SAT2	SAT2
ENSG00000141506	PIK3R5	PIK3R5
ENSG00000141526	SLC16A3	SLC16A3
ENSG00000141552	ANAPC11	ANAPC11
ENSG00000141560	FN3KRP	FN3KRP
ENSG00000141698	NT5C3B	NT5C3B
ENSG00000141744	PNMT	PNMT
ENSG00000141756	FKBP10	FKBP10
ENSG00000141873	SLC39A3	SLC39A3
ENSG00000141934	PLPP2	PLPP2
ENSG00000141959	PFKL	PFKL
ENSG00000142046	TMEM91	TMEM91
ENSG00000142082	SIRT3	SIRT3
ENSG00000142102	PGGHG	PGGHG
ENSG00000142168	SOD1	SOD1
ENSG00000142182	DNMT3L	DNMT3L
ENSG00000142230	SAE1	SAE1
ENSG00000142273	CBLC	CBLC
ENSG00000142319	SLC6A3	SLC6A3
ENSG00000142453	CARM1	CARM1
ENSG00000142494	SLC47A1	SLC47A1
ENSG00000142513	ACP4	ACP4
ENSG00000142583	SLC2A5	SLC2A5
ENSG00000142619	PADI3	PADI3
ENSG00000142623	PADI1	PADI1
ENSG00000142657	PGD	PGD
ENSG00000142875	PRKACB	PRKACB
ENSG00000142892	PIGK	PIGK
ENSG00000142920	AZIN2	AZIN2
ENSG00000142973	CYP4B1	CYP4B1
ENSG00000143036	SLC44A3	SLC44A3
ENSG00000143149	ALDH9A1	ALDH9A1
ENSG00000143153	ATP1B1	ATP1B1
ENSG00000143156	NME7	NME7
ENSG00000143158	MPC2	MPC2
ENSG00000143179	UCK2	UCK2
ENSG00000143198	MGST3	MGST3
ENSG00000143199	ADCY10	ADCY10
ENSG00000143207	COP1	COP1
ENSG00000143224	PPOX	PPOX
ENSG00000143252	SDHC	SDHC
ENSG00000143258	USP21	USP21
ENSG00000143278	F13B	F13B
ENSG00000143315	PIGM	PIGM
ENSG00000143344	RGL1	RGL1
ENSG00000143363	PRUNE1	PRUNE1
ENSG00000143379	SETDB1	SETDB1
ENSG00000143387	CTSK	CTSK
ENSG00000143393	PI4KB	PI4KB
ENSG00000143398	PIP5K1A	PIP5K1A
ENSG00000143418	CERS2	CERS2
ENSG00000143515	ATP8B2	ATP8B2
ENSG00000143552	NUP210L	NUP210L
ENSG00000143554	SLC27A3	SLC27A3
ENSG00000143570	SLC39A1	SLC39A1
ENSG00000143595	AQP10	AQP10
ENSG00000143627	PKLR	PKLR
ENSG00000143641	GALNT2	GALNT2
ENSG00000143653	SCCPDH	SCCPDH
ENSG00000143753	DEGS1	DEGS1
ENSG00000143772	ITPKB	ITPKB
ENSG00000143774	GUK1	GUK1
ENSG00000143797	MBOAT2	MBOAT2
ENSG00000143799	PARP1	PARP1
ENSG00000143811	PYCR2	PYCR2
ENSG00000143815	LBR	LBR
ENSG00000143819	EPHX1	EPHX1
ENSG00000143845	ETNK2	ETNK2
ENSG00000143870	PDIA6	PDIA6
ENSG00000143882	ATP6V1C2	ATP6V1C2
ENSG00000143891	GALM	GALM
ENSG00000143921	ABCG8	ABCG8
ENSG00000143933	CALM2	CALM2
ENSG00000144035	NAT8	NAT8
ENSG00000144048	DUSP11	DUSP11
ENSG00000144057	ST6GAL2	ST6GAL2
ENSG00000144136	SLC20A1	SLC20A1
ENSG00000144182	LIPT1	LIPT1
ENSG00000144231	POLR2D	POLR2D
ENSG00000144278	GALNT13	GALNT13
ENSG00000144290	SLC4A10	SLC4A10
ENSG00000144357	UBR3	UBR3
ENSG00000144362	PHOSPHO2	PHOSPHO2
ENSG00000144583	MARCHF4	MARCHF4
ENSG00000144659	SLC25A38	SLC25A38
ENSG00000144741	SLC25A26	SLC25A26
ENSG00000144744	UBA3	UBA3
ENSG00000144843	ADPRH	ADPRH
ENSG00000144908	ALDH1L1	ALDH1L1
ENSG00000145020	AMT	AMT
ENSG00000145214	DGKQ	DGKQ
ENSG00000145217	SLC26A1	SLC26A1
ENSG00000145283	SLC10A6	SLC10A6
ENSG00000145284	SCD5	SCD5
ENSG00000145293	ENOPH1	ENOPH1
ENSG00000145321	GC	GC
ENSG00000145337	PYURF	PYURF
ENSG00000145384	FABP2	FABP2
ENSG00000145391	SETD7	SETD7
ENSG00000145416	MARCHF1	MARCHF1
ENSG00000145439	CBR4	CBR4
ENSG00000145476	CYP4V2	CYP4V2
ENSG00000145494	NDUFS6	NDUFS6
ENSG00000145495	MARCHF6	MARCHF6
ENSG00000145545	SRD5A1	SRD5A1
ENSG00000145626	UGT3A1	UGT3A1
ENSG00000145675	PIK3R1	PIK3R1
ENSG00000145692	BHMT	BHMT
ENSG00000145725	PPIP5K2	PPIP5K2
ENSG00000145730	PAM	PAM
ENSG00000145949	MYLK4	MYLK4
ENSG00000146039	SLC17A4	SLC17A4
ENSG00000146066	HIGD2A	HIGD2A
ENSG00000146070	PLA2G7	PLA2G7
ENSG00000146085	MMUT	MMUT
ENSG00000146151	HMGCLL1	HMGCLL1
ENSG00000146233	CYP39A1	CYP39A1
ENSG00000146373	RNF217	RNF217
ENSG00000146411	SLC2A12	SLC2A12
ENSG00000146414	SHPRH	SHPRH
ENSG00000146477	SLC22A3	SLC22A3
ENSG00000146587	RBAK	RBAK
ENSG00000146648	EGFR	EGFR
ENSG00000146701	MDH2	MDH2
ENSG00000146733	PSPH	PSPH
ENSG00000147003	CLTRN	CLTRN
ENSG00000147100	SLC16A2	SLC16A2
ENSG00000147119	CHST7	CHST7
ENSG00000147123	NDUFB11	NDUFB11
ENSG00000147155	EBP	EBP
ENSG00000147160	AWAT2	AWAT2
ENSG00000147162	OGT	OGT
ENSG00000147224	PRPS1	PRPS1
ENSG00000147383	NSDHL	NSDHL
ENSG00000147408	CSGALNACT1	CSGALNACT1
ENSG00000147416	ATP6V1B2	ATP6V1B2
ENSG00000147454	SLC25A37	SLC25A37
ENSG00000147465	STAR	STAR
ENSG00000147471	PLPBP	PLPBP
ENSG00000147535	PLPP5	PLPP5
ENSG00000147548	NSD3	NSD3
ENSG00000147576	ADHFE1	ADHFE1
ENSG00000147606	SLC26A7	SLC26A7
ENSG00000147614	ATP6V0D2	ATP6V0D2
ENSG00000147647	DPYS	DPYS
ENSG00000147669	POLR2K	POLR2K
ENSG00000147684	NDUFB9	NDUFB9
ENSG00000147804	SLC39A4	SLC39A4
ENSG00000147813	NAPRT	NAPRT
ENSG00000147853	AK3	AK3
ENSG00000147854	UHRF2	UHRF2
ENSG00000147872	PLIN2	PLIN2
ENSG00000148090	AUH	AUH
ENSG00000148154	UGCG	UGCG
ENSG00000148218	ALAD	ALAD
ENSG00000148229	POLE3	POLE3
ENSG00000148288	GBGT1	GBGT1
ENSG00000148334	PTGES2	PTGES2
ENSG00000148344	PTGES	PTGES
ENSG00000148356	LRSAM1	LRSAM1
ENSG00000148377	IDI2	IDI2
ENSG00000148384	INPP5E	INPP5E
ENSG00000148459	PDSS1	PDSS1
ENSG00000148606	POLR3A	POLR3A
ENSG00000148634	HERC4	HERC4
ENSG00000148672	GLUD1	GLUD1
ENSG00000148795	CYP17A1	CYP17A1
ENSG00000148832	PAOX	PAOX
ENSG00000148834	GSTO1	GSTO1
ENSG00000148942	SLC5A12	SLC5A12
ENSG00000149016	TUT1	TUT1
ENSG00000149084	HSD17B12	HSD17B12
ENSG00000149089	APIP	APIP
ENSG00000149091	DGKZ	DGKZ
ENSG00000149124	GLYAT	GLYAT
ENSG00000149150	SLC43A1	SLC43A1
ENSG00000149313	AASDHPPT	AASDHPPT
ENSG00000149380	P4HA3	P4HA3
ENSG00000149435	GGTLC1	GGTLC1
ENSG00000149452	SLC22A8	SLC22A8
ENSG00000149476	TKFC	TKFC
ENSG00000149485	FADS1	FADS1
ENSG00000149527	PLCH2	PLCH2
ENSG00000149541	B3GAT3	B3GAT3
ENSG00000149742	SLC22A9	SLC22A9
ENSG00000149782	PLCB3	PLCB3
ENSG00000149809	TM7SF2	TM7SF2
ENSG00000149925	ALDOA	ALDOA
ENSG00000149929	HIRIP3	HIRIP3
ENSG00000150540	HNMT	HNMT
ENSG00000150656	CNDP1	CNDP1
ENSG00000150712	MTMR12	MTMR12
ENSG00000150768	DLAT	DLAT
ENSG00000150787	PTS	PTS
ENSG00000150867	PIP4K2A	PIP4K2A
ENSG00000151005	TKTL2	TKTL2
ENSG00000151012	SLC7A11	SLC7A11
ENSG00000151092	NGLY1	NGLY1
ENSG00000151093	OXSM	OXSM
ENSG00000151148	UBE3B	UBE3B
ENSG00000151151	IPMK	IPMK
ENSG00000151224	MAT1A	MAT1A
ENSG00000151229	SLC2A13	SLC2A13
ENSG00000151348	EXT2	EXT2
ENSG00000151360	ALLC	ALLC
ENSG00000151366	NDUFC2	NDUFC2
ENSG00000151376	ME3	ME3
ENSG00000151418	ATP6V1G3	ATP6V1G3
ENSG00000151498	ACAD8	ACAD8
ENSG00000151552	QDPR	QDPR
ENSG00000151576	QTRT2	QTRT2
ENSG00000151611	MMAA	MMAA
ENSG00000151632	AKR1C2	AKR1C2
ENSG00000151665	PIGF	PIGF
ENSG00000151689	INPP1	INPP1
ENSG00000151692	RNF144A	RNF144A
ENSG00000151726	ACSL1	ACSL1
ENSG00000151729	SLC25A4	SLC25A4
ENSG00000151790	TDO2	TDO2
ENSG00000151883	PARP8	PARP8
ENSG00000152127	MGAT5	MGAT5
ENSG00000152234	ATP5F1A	ATP5F1A
ENSG00000152254	G6PC2	G6PC2
ENSG00000152256	PDK1	PDK1
ENSG00000152270	PDE3B	PDE3B
ENSG00000152402	GUCY1A2	GUCY1A2
ENSG00000152455	SUV39H2	SUV39H2
ENSG00000152463	OLAH	OLAH
ENSG00000152465	NMT2	NMT2
ENSG00000152484	USP12	USP12
ENSG00000152556	PFKM	PFKM
ENSG00000152620	NADK2	NADK2
ENSG00000152642	GPD1L	GPD1L
ENSG00000152683	SLC30A6	SLC30A6
ENSG00000152779	SLC16A12	SLC16A12
ENSG00000152782	PANK1	PANK1
ENSG00000152904	GGPS1	GGPS1
ENSG00000152952	PLOD2	PLOD2
ENSG00000153015	CWC27	CWC27
ENSG00000153086	ACMSD	ACMSD
ENSG00000153201	RANBP2	RANBP2
ENSG00000153207	AHCTF1	AHCTF1
ENSG00000153291	SLC25A27	SLC25A27
ENSG00000153395	LPCAT1	LPCAT1
ENSG00000153574	RPIA	RPIA
ENSG00000153786	ZDHHC7	ZDHHC7
ENSG00000153827	TRIP12	TRIP12
ENSG00000153904	DDAH1	DDAH1
ENSG00000153933	DGKE	DGKE
ENSG00000153936	HS2ST1	HS2ST1
ENSG00000153976	HS3ST3A1	HS3ST3A1
ENSG00000154025	SLC5A10	SLC5A10
ENSG00000154027	AK5	AK5
ENSG00000154080	CHST9	CHST9
ENSG00000154227	CERS3	CERS3
ENSG00000154252	GAL3ST2	GAL3ST2
ENSG00000154269	ENPP3	ENPP3
ENSG00000154305	MIA3	MIA3
ENSG00000154370	TRIM11	TRIM11
ENSG00000154447	SH3RF1	SH3RF1
ENSG00000154518	ATP5MC3	ATP5MC3
ENSG00000154678	PDE1C	PDE1C
ENSG00000154723	ATP5PF	ATP5PF
ENSG00000154914	USP43	USP43
ENSG00000154930	ACSS1	ACSS1
ENSG00000155016	CYP2U1	CYP2U1
ENSG00000155085	AK9	AK9
ENSG00000155097	ATP6V1C1	ATP6V1C1
ENSG00000155099	PIP4P2	PIP4P2
ENSG00000155189	AGPAT5	AGPAT5
ENSG00000155252	PI4K2A	PI4K2A
ENSG00000155287	SLC25A28	SLC25A28
ENSG00000155313	USP25	USP25
ENSG00000155368	DBI	DBI
ENSG00000155380	SLC16A1	SLC16A1
ENSG00000155465	SLC7A7	SLC7A7
ENSG00000155561	NUP205	NUP205
ENSG00000155660	PDIA4	PDIA4
ENSG00000155827	RNF20	RNF20
ENSG00000155850	SLC26A2	SLC26A2
ENSG00000155886	SLC24A2	SLC24A2
ENSG00000155893	PXYLP1	PXYLP1
ENSG00000155897	ADCY8	ADCY8
ENSG00000156006	NAT2	NAT2
ENSG00000156096	UGT2B4	UGT2B4
ENSG00000156110	ADK	ADK
ENSG00000156136	DCK	DCK
ENSG00000156219	ART3	ART3
ENSG00000156222	SLC28A1	SLC28A1
ENSG00000156256	USP16	USP16
ENSG00000156269	NAA11	NAA11
ENSG00000156411	ATP5MJ	ATP5MJ
ENSG00000156413	FUT6	FUT6
ENSG00000156463	SH3RF2	SH3RF2
ENSG00000156467	UQCRB	UQCRB
ENSG00000156471	PTDSS1	PTDSS1
ENSG00000156508	EEF1A1	EEF1A1
ENSG00000156510	HKDC1	HKDC1
ENSG00000156515	HK1	HK1
ENSG00000156587	UBE2L6	UBE2L6
ENSG00000156599	ZDHHC5	ZDHHC5
ENSG00000156650	KAT6B	KAT6B
ENSG00000156689	GLYATL2	GLYATL2
ENSG00000156795	NTAQ1	NTAQ1
ENSG00000156873	PHKG2	PHKG2
ENSG00000156885	COX6A2	COX6A2
ENSG00000156958	GALK2	GALK2
ENSG00000156966	B3GNT7	B3GNT7
ENSG00000156983	BRPF1	BRPF1
ENSG00000157020	SEC13	SEC13
ENSG00000157045	NTAN1	NTAN1
ENSG00000157064	NMNAT2	NMNAT2
ENSG00000157087	ATP2B2	ATP2B2
ENSG00000157103	SLC6A1	SLC6A1
ENSG00000157184	CPT2	CPT2
ENSG00000157326	DHRS4	DHRS4
ENSG00000157349	DDX19B	DDX19B
ENSG00000157350	ST3GAL2	ST3GAL2
ENSG00000157353	FCSK	FCSK
ENSG00000157399	ARSL	ARSL
ENSG00000157426	AASDH	AASDH
ENSG00000157593	SLC35B2	SLC35B2
ENSG00000157680	DGKI	DGKI
ENSG00000157765	SLC34A2	SLC34A2
ENSG00000157881	PANK4	PANK4
ENSG00000158006	PAFAH2	PAFAH2
ENSG00000158008	EXTL1	EXTL1
ENSG00000158019	BABAM2	BABAM2
ENSG00000158022	TRIM63	TRIM63
ENSG00000158089	GALNT14	GALNT14
ENSG00000158104	HPD	HPD
ENSG00000158125	XDH	XDH
ENSG00000158296	SLC13A3	SLC13A3
ENSG00000158467	AHCYL2	AHCYL2
ENSG00000158470	B4GALT5	B4GALT5
ENSG00000158516	CPA2	CPA2
ENSG00000158525	CPA5	CPA5
ENSG00000158571	PFKFB1	PFKFB1
ENSG00000158578	ALAS2	ALAS2
ENSG00000158623	COPG2	COPG2
ENSG00000158669	GPAT4	GPAT4
ENSG00000158786	PLA2G2F	PLA2G2F
ENSG00000158825	CDA	CDA
ENSG00000158850	B4GALT3	B4GALT3
ENSG00000158864	NDUFS2	NDUFS2
ENSG00000158865	SLC5A11	SLC5A11
ENSG00000158874	APOA2	APOA2
ENSG00000159063	ALG8	ALG8
ENSG00000159082	SYNJ1	SYNJ1
ENSG00000159131	GART	GART
ENSG00000159199	ATP5MC1	ATP5MC1
ENSG00000159202	UBE2Z	UBE2Z
ENSG00000159228	CBR1	CBR1
ENSG00000159231	CBR3	CBR3
ENSG00000159267	HLCS	HLCS
ENSG00000159322	ADPGK	ADPGK
ENSG00000159337	PLA2G4D	PLA2G4D
ENSG00000159339	PADI4	PADI4
ENSG00000159348	CYB5R1	CYB5R1
ENSG00000159398	CES5A	CES5A
ENSG00000159399	HK2	HK2
ENSG00000159423	ALDH4A1	ALDH4A1
ENSG00000159433	STARD9	STARD9
ENSG00000159459	UBR1	UBR1
ENSG00000159461	AMFR	AMFR
ENSG00000159495	TGM7	TGM7
ENSG00000159527	PGLYRP3	PGLYRP3
ENSG00000159593	NAE1	NAE1
ENSG00000159640	ACE	ACE
ENSG00000159650	UROC1	UROC1
ENSG00000159692	CTBP1	CTBP1
ENSG00000159714	ZDHHC1	ZDHHC1
ENSG00000159720	ATP6V0D1	ATP6V0D1
ENSG00000159899	NPR2	NPR2
ENSG00000159921	GNE	GNE
ENSG00000160014	CALM3	CALM3
ENSG00000160087	UBE2J2	UBE2J2
ENSG00000160179	ABCG1	ABCG1
ENSG00000160190	SLC37A1	SLC37A1
ENSG00000160191	PDE9A	PDE9A
ENSG00000160194	NDUFV3	NDUFV3
ENSG00000160200	CBS	CBS
ENSG00000160209	PDXK	PDXK
ENSG00000160211	G6PD	G6PD
ENSG00000160216	AGPAT3	AGPAT3
ENSG00000160282	FTCD	FTCD
ENSG00000160285	LSS	LSS
ENSG00000160326	SLC2A6	SLC2A6
ENSG00000160408	ST6GALNAC6	ST6GALNAC6
ENSG00000160439	RDH13	RDH13
ENSG00000160446	ZDHHC12	ZDHHC12
ENSG00000160471	COX6B2	COX6B2
ENSG00000160688	FLAD1	FLAD1
ENSG00000160714	UBE2Q1	UBE2Q1
ENSG00000160752	FDPS	FDPS
ENSG00000160868	CYP3A4	CYP3A4
ENSG00000160870	CYP3A7	CYP3A7
ENSG00000160882	CYP11B1	CYP11B1
ENSG00000160883	HK3	HK3
ENSG00000161013	MGAT4B	MGAT4B
ENSG00000161031	PGLYRP2	PGLYRP2
ENSG00000161217	PCYT1A	PCYT1A
ENSG00000161267	BDH1	BDH1
ENSG00000161281	COX7A1	COX7A1
ENSG00000161513	FDXR	FDXR
ENSG00000161533	ACOX1	ACOX1
ENSG00000161653	NAGS	NAGS
ENSG00000161714	PLCD3	PLCD3
ENSG00000161798	AQP5	AQP5
ENSG00000161860	SYCE2	SYCE2
ENSG00000161896	IP6K3	IP6K3
ENSG00000161905	ALOX15	ALOX15
ENSG00000161980	POLR3K	POLR3K
ENSG00000162040	HS3ST6	HS3ST6
ENSG00000162066	AMDHD2	AMDHD2
ENSG00000162104	ADCY9	ADCY9
ENSG00000162139	NEU3	NEU3
ENSG00000162174	ASRGL1	ASRGL1
ENSG00000162298	SYVN1	SYVN1
ENSG00000162365	CYP4A22	CYP4A22
ENSG00000162368	CMPK1	CMPK1
ENSG00000162383	SLC1A7	SLC1A7
ENSG00000162390	ACOT11	ACOT11
ENSG00000162402	USP24	USP24
ENSG00000162407	PLPP3	PLPP3
ENSG00000162408	NOL9	NOL9
ENSG00000162433	AK4	AK4
ENSG00000162482	AKR7A3	AKR7A3
ENSG00000162496	DHRS3	DHRS3
ENSG00000162551	ALPL	ALPL
ENSG00000162607	USP1	USP1
ENSG00000162630	B3GALT2	B3GALT2
ENSG00000162688	AGL	AGL
ENSG00000162694	EXTL2	EXTL2
ENSG00000162695	SLC30A7	SLC30A7
ENSG00000162813	BPNT1	BPNT1
ENSG00000162836	ACP6	ACP6
ENSG00000162882	HAAO	HAAO
ENSG00000162885	B3GALNT2	B3GALNT2
ENSG00000163002	NUP35	NUP35
ENSG00000163012	ZSWIM2	ZSWIM2
ENSG00000163082	SGPP2	SGPP2
ENSG00000163106	HPGDS	HPGDS
ENSG00000163114	PDHA2	PDHA2
ENSG00000163131	CTSS	CTSS
ENSG00000163162	RNF149	RNF149
ENSG00000163218	PGLYRP4	PGLYRP4
ENSG00000163281	GNPDA2	GNPDA2
ENSG00000163283	ALPP	ALPP
ENSG00000163286	ALPG	ALPG
ENSG00000163295	ALPI	ALPI
ENSG00000163344	PMVK	PMVK
ENSG00000163352	LENEP	LENEP
ENSG00000163393	SLC22A15	SLC22A15
ENSG00000163399	ATP1A1	ATP1A1
ENSG00000163406	SLC15A2	SLC15A2
ENSG00000163481	RNF25	RNF25
ENSG00000163521	GLB1L	GLB1L
ENSG00000163527	STT3B	STT3B
ENSG00000163541	SUCLG1	SUCLG1
ENSG00000163581	SLC2A2	SLC2A2
ENSG00000163586	FABP1	FABP1
ENSG00000163590	PPM1L	PPM1L
ENSG00000163624	CDS1	CDS1
ENSG00000163631	ALB	ALB
ENSG00000163655	GMPS	GMPS
ENSG00000163659	TIPARP	TIPARP
ENSG00000163684	RPP14	RPP14
ENSG00000163686	ABHD6	ABHD6
ENSG00000163719	MTMR14	MTMR14
ENSG00000163738	MTHFD2L	MTHFD2L
ENSG00000163743	RCHY1	RCHY1
ENSG00000163751	CPA3	CPA3
ENSG00000163754	GYG1	GYG1
ENSG00000163755	HPS3	HPS3
ENSG00000163803	PLB1	PLB1
ENSG00000163810	TGM4	TGM4
ENSG00000163812	ZDHHC3	ZDHHC3
ENSG00000163817	SLC6A20	SLC6A20
ENSG00000163864	NMNAT3	NMNAT3
ENSG00000163882	POLR2H	POLR2H
ENSG00000163902	RPN1	RPN1
ENSG00000163931	TKT	TKT
ENSG00000163958	ZDHHC19	ZDHHC19
ENSG00000163959	SLC51A	SLC51A
ENSG00000163964	PIGX	PIGX
ENSG00000164023	SGMS2	SGMS2
ENSG00000164039	BDH2	BDH2
ENSG00000164068	RNF123	RNF123
ENSG00000164089	ETNPPL	ETNPPL
ENSG00000164100	NDST3	NDST3
ENSG00000164116	GUCY1A1	GUCY1A1
ENSG00000164120	HPGD	HPGD
ENSG00000164134	NAA15	NAA15
ENSG00000164172	MOCS2	MOCS2
ENSG00000164181	ELOVL7	ELOVL7
ENSG00000164197	RNF180	RNF180
ENSG00000164211	STARD4	STARD4
ENSG00000164258	NDUFS4	NDUFS4
ENSG00000164294	GPX8	GPX8
ENSG00000164303	ENPP6	ENPP6
ENSG00000164329	TENT2	TENT2
ENSG00000164347	GFM2	GFM2
ENSG00000164363	SLC6A18	SLC6A18
ENSG00000164398	ACSL6	ACSL6
ENSG00000164405	UQCRQ	UQCRQ
ENSG00000164414	SLC35A1	SLC35A1
ENSG00000164434	FABP7	FABP7
ENSG00000164466	SFXN1	SFXN1
ENSG00000164494	PDSS2	PDSS2
ENSG00000164535	DAGLB	DAGLB
ENSG00000164574	GALNT10	GALNT10
ENSG00000164638	SLC29A4	SLC29A4
ENSG00000164663	USP49	USP49
ENSG00000164687	FABP5	FABP5
ENSG00000164707	SLC13A4	SLC13A4
ENSG00000164708	PGAM2	PGAM2
ENSG00000164733	CTSB	CTSB
ENSG00000164742	ADCY1	ADCY1
ENSG00000164776	PHKG1	PHKG1
ENSG00000164867	NOS3	NOS3
ENSG00000164879	CA3	CA3
ENSG00000164889	SLC4A2	SLC4A2
ENSG00000164904	ALDH7A1	ALDH7A1
ENSG00000164919	COX6C	COX6C
ENSG00000164933	SLC25A32	SLC25A32
ENSG00000164951	PDP1	PDP1
ENSG00000164978	NUDT2	NUDT2
ENSG00000165029	ABCA1	ABCA1
ENSG00000165059	PRKACG	PRKACG
ENSG00000165060	FXN	FXN
ENSG00000165078	CPA6	CPA6
ENSG00000165092	ALDH1A1	ALDH1A1
ENSG00000165102	HGSNAT	HGSNAT
ENSG00000165140	FBP1	FBP1
ENSG00000165195	PIGA	PIGA
ENSG00000165264	NDUFB6	NDUFB6
ENSG00000165269	AQP7	AQP7
ENSG00000165272	AQP3	AQP3
ENSG00000165282	PIGO	PIGO
ENSG00000165338	HECTD2	HECTD2
ENSG00000165349	SLC7A3	SLC7A3
ENSG00000165406	MARCHF8	MARCHF8
ENSG00000165434	PGM2L1	PGM2L1
ENSG00000165449	SLC16A9	SLC16A9
ENSG00000165457	FOLR2	FOLR2
ENSG00000165458	INPPL1	INPPL1
